Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9	Pat02	Pat03	Pat04	Pat06	Pat07	Pat08	Pat100	Pat101	Pat103	Pat104	Pat105	Pat106	Pat109	Pat11	Pat110	Pat113	Pat115	Pat117	Pat118	Pat119	Pat121	Pat123	Pat124	Pat126	Pat127	Pat128	Pat129	Pat13	Pat130	Pat131	Pat132	Pat133	Pat135	Pat138	Pat139	Pat14	Pat140	Pat143	Pat147	Pat148	Pat15	Pat151	Pat157	Pat159	Pat16	Pat160	Pat162	Pat163	Pat165	Pat166	Pat167	Pat168	Pat17	Pat170	Pat171	Pat174	Pat175	Pat18	Pat19	Pat21	Pat24	Pat25	Pat27	Pat28	Pat29	Pat32	Pat33	Pat36	Pat37	Pat38	Pat39	Pat40	Pat41	Pat43	Pat44	Pat45	Pat46	Pat47	Pat49	Pat50	Pat54	Pat55	Pat56	Pat57	Pat58	Pat59	Pat60	Pat62	Pat63	Pat64	Pat66	Pat67	Pat70	Pat71	Pat73	Pat74	Pat76	Pat77	Pat78	Pat79	Pat80	Pat81	Pat82	Pat83	Pat85	Pat86	Pat88	Pat90	Pat92	Pat98	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR6161	CR7623	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	LSD0167	LSD2057	LSD3484	LSD4691	LSD4744	LSD6819	LSDNR1120	LSDNR1650	LSDNR3086	LSDNR9298	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6721	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	NR9765	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD0346	SD1494	SD2051	SD2056	SD5038	SD5118	SD5934	SD6336	SD6494	SD7357	
Deletion Peak  3 - CN values	1q21.3  	chr1:151958746-153509759(probes 10341:10500)    	chr1:153410626-153509759(probes 10497:10500)    	chr1:152006175-153519831(probes 10343:10502)    	0.00027046	  0.0004177		Actual Copy Change Given	-0.33982	0.7	0.49143	0.29777	0.43116	0.43529	0.32466	0.019106	0.90494	-0.0062478	0.92362	0.71237	0.35829	0.028358	0.11628	1.1302	0.10899	2.2281	-0.14585	5.4146e-06	0.015723	-0.037985	0.74405	0.23147	0.46975	0.51592	0.078763	1.5706	-0.017075	0.012294	0.40989	-0.048429	1.4559	0.6882	0.035904	0.24134	-0.069764	0.98042	0.3937	0.25018	0.012554	-0.051121	-0.19924	0.11234	-1.2929	0.13151	-0.024597	0.13444	0.076732	0.12553	0.0094414	1.0345	0.8555	1.4416	0.349	0.32589	0.77461	0.26764	0	0.83111	0.0027709	0.59606	0.046386	0.53917	0.46768	0.95645	0	-0.098365	-0.4529	-1.2841	0.47469	0.89099	-0.21509	1.9456	-0.16097	0.039555	0.0099258	0.61591	-0.83208	-0.78072	-0.85207	0.02912	2.729	0.80049	0.39009	-0.81166	0.57748	1.5596	-1.1577	0.67675	-0.0012709	-0.9109	0.34457	-0.28238	0.37329	0.39786	0	0.076414	0.33143	0.010754	0.31188	0.0014934	-0.021882	0.016369	0.8734	0.14662	-0.43951	0.043275	0.099109	0.7613	-0.18662	0.0018827	2.4465	1.2293	0.75186	1.0208	-0.038875	0.90782	0.36164	0.18032	-0.27927	-0.16679	-0.0040545	1.3143	-0.018474	0.64016	2.6424	0.016286	0.21211	-0.0060538	-0.29038	0.7681	0.88666	0.080531	-0.24486	0.024696	1.0324	0.35898	0.40101	0.027013	0.19834	1.3041	-0.02967	-0.034596	1.6664	0.016249	-0.65413	0	0.037675	0.28411	0.31818	0.0037115	-0.00083942	-0.11575	-0.006305	-0.073766	0.44202	0.79896	1.1625	0.65609	0.0056952	-0.028536	0	0.53139	0.60226	0.019893	-0.12039	0.24548	-0.0734	0.1449	0.00099556	-0.0024912	0.38912	-0.50816	0.042355	0.41286	-0.032341	0.32194	0.76507	2.7169	0.91529	0.45266	0.090233	-0.0052058	-0.0098741	-0.006441	-0.0034438	0.00099903	0.020464	-0.21774	0.72977	0.10508	0.84842	0.58724	0.12611	0.040284	1.349	0.37296	-0.27347	0.09467	0.84262	0.93324	0	0.024803	-0.014226	0.08565	-0.013984	0.37946	0.32486	-0.62786	0.64162	
Deletion Peak  4 - CN values	1q43    	chr1:206327752-244819096(probes 14797:18038)    	chr1:240241744-240651289(probes 17724:17757)    	chr1:240411406-240502357(probes 17741:17742)    	0.23297	    0.24961		Actual Copy Change Given	-0.33982	0.7	0.92223	0.29777	0.43116	-0.41279	0.57944	0.019106	0.90494	-0.0062478	0.92362	0.71237	0.35829	0.028358	0.37949	0.83437	0.10899	1.0467	0.28664	-0.79231	0.015723	-0.037985	0.74405	0.23147	1.4778	0.51592	0.078763	1.5706	-0.017075	0.012294	0.40989	-0.048429	1.4559	0.6882	0.035904	0.24134	0.016093	0.98042	-0.091237	-0.63346	0.012554	-0.051121	0.55058	0.48229	-0.33361	0.13151	-0.024597	0.13444	0.076732	0.12553	0.0094414	0.68565	0.8555	0.874	0.349	0.32589	0.77461	0.26764	0	0.8726	0.0027709	1.1952	0.025489	0.5427	0.18903	-0.40898	0	-0.098365	0.23622	0	0.47469	-0.0094982	0.043757	1.9456	1.0977	0.039555	0.0099258	-0.70248	0.014437	0.073814	0.72051	0.02912	2.729	2.071	-0.38381	0.64906	-0.0059227	0.12653	-0.11659	-0.027049	-0.0012709	0.47797	0.32817	0.89568	0.37329	0.67242	0	-0.063277	0.33143	0.010754	0.31188	0.0014934	0.12037	0.016369	0.3178	1.1679	-0.019825	0.0047667	0.099109	0.7613	0	0.0018827	1.7714	1.0021	0.75186	0.40207	-0.038875	0.90782	0.36164	1.4341	1.8094	0.0599	-0.0040545	1.5861	-0.018474	1.2898	2.266	-0.082492	0.21211	-0.0060538	0.019823	0.7681	0.88308	0.080531	-0.0119	0.024696	0.66317	-0.28089	0.40101	-0.11857	0.30505	0.005348	-0.02967	0.692	0.35825	0.016249	-0.22342	0	0.037675	0.90796	0.31818	0.0037115	-0.00083942	-0.11575	0.50209	-0.073766	0.44202	0.79896	1.1625	-0.42538	0.0056952	-0.028536	0.34864	-0.31174	0.60226	0.019893	-0.12039	-0.0080328	-0.0734	0.1449	0.00099556	-0.0024912	0.17334	0.0033419	0.042355	0.41286	-0.032341	0.32194	0.93015	0.8801	0.91529	0.50338	0.090233	-0.0052058	-0.0098741	-0.006441	-0.0034438	0.00099903	0.020464	-0.21774	0.72977	0.94355	-0.89242	0.58724	0.12611	0.040284	1.349	0.47413	-0.27347	0.09467	0.84262	0.93324	0	0.024803	-0.014226	-0.43566	-0.013984	0.37946	0.32486	-0.62786	0.64162	
Deletion Peak  5 - CN values	2p25.3  	chr2:1-43000055(probes 18456:21225)                 	chr2:1-905735(probes 18456:18503)                     	chr2:1-3453069(probes 18456:18742)                   	0.11639	    0.12966		Actual Copy Change Given	0.71994	-0.00021112	-0.3161	0.0032349	0	0.04011	-0.11016	0.053935	-0.33766	-0.010525	0.49402	0.043685	0	0.017513	0.015305	0.33692	0.066595	0.46851	0.1136	0.0011603	-0.0043181	-0.03418	0.050455	0	-0.038116	0.49064	-0.18083	0.020244	0.046109	0.019686	-0.027709	0.037024	0	-0.11882	0	0.44085	-0.040052	0.022548	-0.44584	0.33204	0.073735	0.024562	-0.53327	-0.0023052	0.044336	0.034084	0.00050117	0	-0.73957	0.011506	0.012099	0.16784	-0.10459	0.59367	0.020179	0.016806	0	0.097668	0.0008238	-0.28763	-0.0012888	-0.62852	-0.0064463	-0.30112	0.45246	-0.82989	-0.054329	0.11342	-0.13863	0.4134	0.054055	-0.50562	0.20186	0	0.097678	-0.0048769	0	-0.019529	0.17951	0.075582	-1.0718	0.078129	-0.012158	-0.61941	-0.60724	-0.43016	0.25612	3.6298	-0.0048318	0.0085537	-0.22643	-0.046277	0.13421	0	-0.30801	0	0.023317	0.023949	-0.025663	-0.56273	-0.36461	0.36418	-0.0064557	-0.19073	-0.043047	0.024146	0.23608	0.025335	-0.03545	0.0086342	-0.070219	-0.024901	-0.3503	0.46765	0.006863	-0.056768	-0.77061	0.062558	-0.34321	0.43228	-0.11858	-0.032217	0.033765	-0.017857	-0.42852	0.061925	0.0063816	0.48732	0.04605	0.052471	-0.061383	0.0050993	0.084183	0.039311	0.023886	0	-0.043886	-0.21057	0.45501	0.31656	0.0022486	0.026883	-0.066795	-0.070582	-0.8296	0.013355	0.36394	0.733	-0.016285	0.033541	0.066426	0	0.011371	0.1996	0.48683	0.03256	0.020951	0.070705	-0.0038697	-0.092825	0.0013987	-0.028349	-0.00014108	0.069983	-0.45936	0	-0.391	0.015548	0.04883	0.36644	0.0080291	0.011535	-0.094747	-0.0090618	-0.0073245	0.2458	0	0	0.030272	-0.013474	0	-0.24455	0.0064521	0.0059821	0.00048946	-0.0045182	0	0.010615	0	-0.0096666	0.011366	-0.0021633	-0.90213	-0.55231	0	-0.47094	-0.3083	-0.045197	-0.15364	0.074802	-0.43043	0.010367	-0.29612	-0.59776	-0.0071702	-0.14204	-0.010846	0.01439	-0.29376	-0.60972	-0.043748	
Deletion Peak  6 - CN values	2p11.1  	chr2:89035275-95713844(probes 24930:25073)        	chr2:91814344-95472898(probes 25028:25061)        	chr2:89091936-95719104(probes 24934:25074)        	0.046723	   0.060176		Actual Copy Change Given	-0.052918	0.33023	-0.06753	0.0032349	0	0.04011	-0.11016	0.053935	0.010989	0.5644	0.49402	-0.19771	0	0.017513	0.015305	0.33692	0.066595	0.50616	0.1136	0.0011603	-0.0043181	-0.03418	-0.13103	0	-0.038116	0.49064	0.047208	0.020244	0.046109	0.019686	0	0.069576	0	0.02647	0	0.44085	-0.040052	0	-0.62905	0.17333	0.073735	0.024562	-1.073	-0.048944	-1.2929	0.034084	0.00050117	0	0.014139	0.011506	0.012099	0.23967	0.019472	0.59629	0.020179	0.016806	0	0.097668	0.0008238	-0.28763	-0.0012888	-0.62852	-0.0064463	-0.30112	0.24693	-1.2259	-0.054329	0	0.22074	-0.41538	0.054055	-0.11886	0	0	-0.21126	-0.0048769	0	-0.11333	-0.23188	0.011324	-0.66393	0.078129	-0.012158	0.56864	0.122	-0.15229	0.012772	-0.71662	-1.2675	0.0085537	-0.065993	-0.70362	0.13421	0	-0.30801	0	0.023317	-0.027153	-0.025663	0.0065034	-0.36461	0.45534	-0.0064557	-0.19073	-0.043047	0.024146	0.082371	0.025335	-0.03545	0.0086342	0.016642	-0.024901	0.313	0.46765	0.006863	-0.060968	0.030523	0.062558	0.18592	1.7131	0.86922	0	0.033765	-0.017857	0.041234	0.18545	0.0063816	0.48261	0.30122	0.052471	-0.085214	-0.24587	0.010091	0.039311	0.023886	0	0.030861	-0.51187	0.45501	0.31656	0.0022486	0.17499	0	-0.087163	-0.53226	0.013355	-0.30583	0.733	-0.016285	0.30869	0.066426	0	0.011371	0.1996	0.48683	0.03256	0.41645	0.070705	-0.0038697	-0.092825	0.0013987	-0.028349	-0.00014108	0.069983	-0.45936	0	-0.391	0.015548	0.04883	0.36644	0.0080291	0.011535	0.33724	-0.0090618	-0.0073245	0.2458	0	0	0.030272	-0.0096915	0	-0.24455	0.0064521	0.0059821	0.00048946	-0.0045182	0	0.010615	0	-0.087886	0.011366	-0.0021633	-0.022223	-0.55231	0	-0.47094	-0.3083	-0.039874	-0.15364	1.2896	-0.43043	0.010367	0.05568	-0.59776	-0.0071702	-0.14204	-0.010846	0.01439	-0.29376	-0.61541	-0.043748	
Deletion Peak  7 - CN values	2q37.3  	chr2:239195740-243199373(probes 37009:37173)    	chr2:240102254-240910606(probes 37044:37045)    	chr2:232656381-243199373(probes 36456:37173)    	2.6202e-06	 2.6945e-06		Actual Copy Change Given	0.17311	1.4507	-0.30062	0.0032349	0	-0.39216	-0.14696	-0.0037698	-0.32151	0.63872	0.49402	-0.32792	-0.35642	0.017513	0.015305	-0.39727	0.066595	0.95704	0.034897	0.0011603	-0.0043181	-0.32823	0.023584	0	-0.082447	0.49064	-0.40737	0.020244	0.046109	0.015222	0	0.069576	0	0.02647	0	0.44085	-0.10172	0	-0.19893	0.27464	-0.17069	0.024562	-0.58464	-0.028708	-0.1206	0.034084	-0.022318	0	0.014139	0	0.012099	0.028923	0.019472	0.59629	-0.686	0.63324	0	0.097668	0.0008238	-0.28763	-0.0012888	-0.7365	-0.0018914	-0.029614	0.34455	-0.88034	-0.054329	0	-0.071462	0.43977	0.54051	-0.90542	0.20967	0	0.018321	-0.0048769	0	-0.035707	0.038248	-0.022816	-1.0446	0.078129	-0.012158	0.70031	0.122	-0.15229	-1.1879	0.03416	-0.49906	0.0085537	0.14495	-0.25595	0.13421	0	-0.30801	0	-0.15945	-0.027153	-0.025663	-0.45031	-0.36461	0.0084766	-0.0064557	-0.16409	-0.043047	0.024146	0.082371	0.025335	-0.03545	0.0086342	-0.12694	0	0.313	0.42916	-0.80218	-0.02518	0.030523	0	-0.57914	-1.2206	-0.75032	0	0.12773	-0.017857	0.26273	-0.016349	-0.064232	0.44154	0	0.040674	-0.085214	-0.24587	0.027422	0.00051818	0	0	0.26862	-1.1825	1.6422	-0.1615	0.0022486	0.21503	-0.59285	0.13421	-0.74994	0.013355	0.10689	0.733	-0.016285	0.26654	0.066426	0	0.011371	0.1996	0.48683	0.03256	0.41645	0.070705	-0.0038697	-0.092825	0.0013987	-0.028349	-0.00014108	0.069983	-0.45936	0	-0.391	0.015548	0.04883	-0.16457	0.0080291	0.011535	-0.3588	-0.0090618	-0.0073245	0.2458	0	0	0.030272	-0.0096915	0	-0.27102	0.0064521	0.0059821	0.00048946	-0.0045182	0	0.010615	0	-0.86469	0.011366	-0.0021633	-0.037462	0	0	-0.47094	-0.3083	-0.039874	0.19992	0.12872	-0.41206	0.010367	0.05568	-0.59776	0.36178	-0.43872	-0.010846	0.01439	-0.29376	-0.757	-0.043748	
Deletion Peak  8 - CN values	4q13.2  	chr4:69975633-70353154(probes 56868:56906)        	chr4:70054373-70175391(probes 56876:56882)        	chr4:68619982-71488497(probes 56745:57018)        	1.8204e-08	  2.244e-07		Actual Copy Change Given	-0.3553	-0.32012	-0.39325	-0.0099031	0.0051145	-0.37323	0	-0.16354	-0.0047079	0.013021	-0.4579	-0.32511	-0.038354	-0.48895	-0.013907	0.0076571	-1.095	-0.30192	0	0.0069008	-0.0097358	0	-0.040165	-0.014459	-0.47286	-0.017222	-0.14299	-0.00098328	-0.71854	-0.69593	-0.0061747	0.030102	-0.53409	0.67698	-0.017934	-0.22196	0.079332	-0.47044	-0.97959	-1.2929	0	0.00072651	-0.083118	0.5772	-0.38041	-0.032821	-0.052909	0.032241	0.080573	-0.056621	-0.22082	-0.042702	-0.058129	0.026995	0.043448	-0.31195	-0.86832	0.02056	0.0096515	0.2963	0	0	0.059628	0.26331	-0.56036	0.077803	0.0024663	-0.14021	0.13518	-1.1952	-0.09762	-0.90387	-0.31902	0.010507	-0.55439	-0.10269	-0.57321	-0.042044	-0.16233	0.011175	-0.023425	0	0.80512	1.8048	-0.65782	-0.1146	-0.13094	-0.074721	-0.88188	-0.0048602	-0.036073	-1.1995	-0.20052	0.014237	0.39663	0.006063	-0.21594	-0.0098513	0	0.0079018	-0.031485	0.00917	0.013054	0	0.12735	-0.478	0.95155	0.11305	0.17535	-0.0044439	-0.20511	0.011225	0.31496	-0.033434	-0.022759	-0.021894	-0.027918	-0.039493	-0.51459	0.32076	0.91646	-0.59565	-0.065448	-0.048223	-0.50249	0.0010235	-0.15649	0	-0.080767	-0.024807	-0.075879	0.098677	0.015325	-0.018157	-0.0051496	-0.021025	0.052853	0.14067	-0.0092175	-0.16742	-0.052773	0	0.028774	-0.71985	-0.71349	0.017695	0	9.7122e-05	-0.072844	-0.019542	-0.14349	-0.015143	0.0037772	-0.012526	-0.01298	-0.0079774	-0.25587	-0.51216	-0.0068076	0.11464	0.016075	0	-0.0067988	0	0.4302	-0.0051484	-0.38613	-0.43136	-0.28199	0.095558	0	0.015195	0.25454	-0.0053596	-0.02416	0.017624	0.04966	0.0026514	0.081337	-0.0080989	0.11386	-0.2905	0.0068278	0	-0.048662	0.012342	-0.0035957	0.0048901	-0.01976	-0.33484	0.010366	-0.023557	-0.28502	-0.0027707	-0.1008	0	-0.27738	0.40603	0.023348	0.12711	0.04644	0.017912	-0.022362	0	-0.21341	-0.39296	0	-0.21201	-0.022848	-0.15856	-0.096952	
Deletion Peak  9 - CN values	4q35.2  	chr4:174450157-191154276(probes 65011:65942)    	chr4:187085240-187155262(probes 65716:65723)    	chr4:174450157-191154276(probes 65011:65942)    	9.6398e-05	 0.00039222		Actual Copy Change Given	-0.3553	-0.32012	-0.4304	-0.0099031	0.0051145	-0.37323	0	-0.16354	-0.0047079	0.013021	0.011776	-0.32511	-0.038354	-0.48895	-0.013907	0.0076571	-0.58639	-0.40722	0	0.0069008	-0.0097358	0	-0.80548	-0.014459	-0.47286	-0.017222	0.03258	-0.54046	-0.68558	0.04884	-0.0061747	0.030102	-0.53409	0.67698	-0.017934	0.02669	0.079332	-0.47044	-0.13691	-0.24803	-0.142	0.00072651	-0.63914	0.5772	1.2613	-0.032821	-0.052909	0.032241	0.080573	-0.056621	-0.21839	-0.042702	-0.058129	0.026995	0.043448	-0.31195	-0.088645	0.02056	0.0096515	0.2963	0	0	-0.47166	-0.55375	-0.10546	0.59021	0.0024663	-0.14021	-0.16698	-0.4603	-0.09762	-0.90387	-0.31902	0.010507	-0.81358	-0.10269	-0.57321	-0.042044	-0.16233	0.011175	-0.023425	0	0.80512	-1.2929	-0.65782	-0.1146	0.11745	-0.074721	0.29188	-0.0048602	-0.036073	-0.44961	-0.20052	0.014237	0.54873	-0.70258	-0.21594	-0.0098513	0	0.0079018	-0.031485	0.00917	0.013054	0	0.12735	-0.52056	0.031213	0.11305	0.17535	-0.0044439	-0.20511	0.011225	0.31496	0	-0.022759	-0.021894	-0.027918	-0.039493	-0.15557	-0.2792	0.24267	-0.59565	-0.065448	-0.048223	-0.68238	0.0010235	-0.15649	-0.061974	-0.080767	-0.024807	-0.075879	0.098677	0.015325	-0.018157	0.020879	-0.021025	-0.6849	0.14067	1.6417	-0.16742	-0.052773	0	0.028774	-0.58365	-0.86543	0.017695	0	9.7122e-05	-0.072844	-0.019542	-0.14349	-0.015143	0.0037772	-0.52814	-0.01298	-0.0079774	-0.25587	0.095381	-0.0068076	0.11464	0.016075	0	-0.0067988	0	0.4302	-0.0051484	-0.4008	-0.43136	-0.3603	0.095558	0	-0.30106	-0.008645	-0.0053596	-0.02416	0.017624	0.04966	-0.010284	0.081337	-0.0080989	0.099156	-0.2905	0.0068278	0.013349	-0.048662	0.012342	-0.0035957	-0.78686	-0.01976	-0.81731	0.010366	-0.023557	-0.1718	-0.55422	-0.1008	0	-0.27738	0.40603	0.36677	0.12711	0.04644	0.017912	-0.022362	0	-0.21341	-0.39296	-0.59453	-0.21201	-0.38583	-0.62626	-0.096952	
Deletion Peak 10 - CN values	5p15.31 	chr5:1706145-16478926(probes 66090:66761)          	chr5:6298573-6608027(probes 66296:66304)            	chr5:1815964-14299958(probes 66101:66680)          	0.004387	  0.0043102		Actual Copy Change Given	0.1362	-0.013553	0.080261	0.0092372	-0.00086595	0.084617	0.4576	0.17282	-0.014657	-0.07014	-0.4666	0.011905	0.012651	0.018533	-0.21988	0.63715	0.048504	0.56923	-0.13432	0.009859	0	-0.045473	0.025946	-0.0028477	0.012538	0.47943	0.45652	0.48868	-0.71176	-0.71263	0.55732	0.059994	-0.024815	0	-0.028098	0.45547	0.11689	0.36392	-0.30532	-0.66754	0.037984	0.2918	0.42511	-0.022461	-0.88674	0	-0.056701	-0.011059	0	0.0069455	-0.22354	0.26391	-0.02113	0	-0.27034	-0.63242	0.91231	0.31789	0.011571	-0.71372	-0.86759	0.38676	-0.44123	-0.29476	-0.31309	0.10124	-0.012205	0.20516	-0.13617	0.098857	0.66629	-0.039219	-0.28263	-0.014694	0.84308	-0.11212	-0.50833	0.53735	-0.61404	0	-1.1762	0.056398	-0.51855	0.62265	0.89423	-0.10174	-0.20591	-0.65955	-0.84219	-0.67764	0	-0.68861	-0.099517	0.036717	-0.41175	-0.016739	0.13548	-0.96506	0.0043632	0.16311	0.29227	-0.018962	-0.0017585	-0.3329	0	0.018779	0.40653	-0.53703	-0.030583	-0.020181	0.30133	-0.0082218	-0.79305	0.46901	-0.081002	-0.29206	-0.79509	-0.023509	0.47503	0.31561	0.44812	-0.59863	0.37528	-0.014883	0.37588	-0.66252	2.109	-0.090089	-1.0319	-0.011101	-0.34852	-0.32576	-0.00023881	0.0010935	0.0016161	-0.032375	0.029548	-1.1802	3.2601	-0.16034	0.00013387	0.50154	0.0051101	-0.091452	-0.5459	0.007083	0.38542	-0.24423	-0.040733	0.28447	-0.070111	-0.0091796	-0.0096188	-0.29228	0.0049418	0	0.069113	0.070501	-0.002495	0.083695	0.029658	-0.0074903	-0.081677	0.081842	-0.46349	0.011929	0.46552	0.0089674	0.1816	0.25125	-0.0047052	-0.010035	0.22389	0.5258	-0.014825	-0.45573	0.013822	0.0094147	0.066782	0.017985	-0.28565	-0.75733	-0.075669	0.022724	-0.043705	0.01009	0.0083482	-0.0044792	-0.051006	-0.69403	-0.014086	-0.016819	-0.044086	0.43241	-0.00076683	0.033203	-0.27747	0.80048	0.22388	-0.47765	0.025825	0.0026574	-0.61362	-0.57787	-0.1828	-0.42713	-0.022401	0.010579	1.0448	1.8938	0.99432	
Deletion Peak 11 - CN values	5q31.3  	chr5:140687207-140869499(probes 75411:75441)    	chr5:140764908-140902455(probes 75420:75449)    	chr5:127599383-168339605(probes 74239:77827)    	1.0173e-17	 1.0173e-17		Actual Copy Change Given	0.1362	-0.013553	0.080261	-0.48369	-0.00086595	-0.33866	0.4576	-0.16674	-0.014657	-0.0081239	-0.4666	0.011905	-0.17235	0.018533	0.02472	0.014618	-0.13112	0.78755	0.050257	0.009859	0	-0.045473	0.025946	-0.0028477	0.012538	-0.53278	-0.13656	-0.17499	-0.69701	-0.71263	0.0053082	0.059994	-0.024815	0	-0.012589	-0.22934	0.11689	-0.18971	-0.023774	-0.66754	0.037984	-0.18885	1.1741	-0.28524	-0.08432	0	-0.0071677	-0.1285	0.036431	0.31881	-0.21418	-0.47057	-0.85324	0.59214	-0.27034	-0.64484	-0.85966	0.0077706	0.011571	-0.26896	0.0395	0.66766	-0.47411	0.60469	-0.054445	0.10124	-0.012205	0.20516	-0.80583	0.33663	-0.51007	-0.033778	0.030082	-0.014694	-0.6697	-0.56542	0.64767	-0.63305	-0.072819	-0.73565	-0.087116	0.056398	-0.80204	-1.0534	-0.6635	-0.22302	-0.074937	0.0071297	-1.2893	-0.67764	0	-0.23274	-0.099517	0.036717	-0.3198	-0.014068	-0.16369	-0.12094	0.0043632	-0.54062	0.35651	-0.56685	-0.0017585	-0.32528	-0.31304	-0.47129	-0.14919	-0.53703	-0.0049042	-0.01841	0.30133	-0.0082218	-0.84575	0.3228	-0.85461	-0.075011	-0.79509	-0.023509	0.0078671	0.35579	0.035874	-0.72224	-0.38597	-0.014883	-0.51485	-0.01713	0.91926	-0.090089	-0.10915	-0.011101	0.012817	-0.32576	-0.00023881	0.0010935	0.0016161	-0.032375	-0.095216	-0.27735	0.92819	-0.64009	0.52899	0.03963	0.63758	1.5121	-0.93092	0.007083	-0.33444	-0.24423	-0.040733	0.0073243	-0.37392	-0.0091796	-0.41596	-0.29228	0.0049418	0	-0.26112	0.019308	-0.002495	0.083695	0.029658	-0.0074903	-0.081677	-0.30833	-0.46349	0.011929	0.5008	-0.58282	-0.13846	0.25125	-0.0047052	-0.2525	-0.13569	0.5258	-0.014825	-0.68637	0.42335	-0.3667	-0.038613	0.017985	-0.28565	-0.68764	-0.075669	0.022724	-0.043705	0.01009	0.0083482	-0.0015591	-0.051006	-0.69403	-0.014086	-0.016819	-0.0087363	-0.43985	-0.7674	0.033203	-0.27747	-0.027011	0.22388	-0.47765	0.025825	0.0026574	-0.61362	0.011115	-0.1828	-0.42713	-0.022401	0.010579	0.18431	0.6163	0	
Deletion Peak 12 - CN values	6p22.1  	chr6:26638677-27785447(probes 80938:80961)        	chr6:27403385-27785447(probes 80957:80961)        	chr6:27115176-27804426(probes 80941:80963)        	0.024177	   0.023527		Actual Copy Change Given	0.16917	-0.34332	0.56065	-0.46794	0.46245	0	0.32488	0.022786	0.016181	0	-0.0074309	0.0059641	0.20088	-0.01511	0.22805	0.396	0.71936	0.62737	0.036237	-0.0007343	0.0028	0.81459	-0.77447	0.2027	0.011069	0.48355	0.11907	0.56799	0.31424	0.0047235	1.0509	-0.1097	1.0478	2.1055	1.3023	-0.15301	-0.13632	0.54051	0.2565	-0.19474	-0.079298	1.0584	0.66097	-0.67786	3.6569	0.21253	-0.050103	0.00013904	0.06111	0.81961	0.012775	0.84008	-0.088294	-0.05779	0.67757	0.0012219	-0.030396	-0.063296	0.89433	1.2694	-0.27684	0.65342	1.6522	0.82665	-0.27507	0.086781	-0.019185	0.070952	-0.49654	-0.86124	0.4317	0.020688	-0.0070435	0.012099	1.4752	0.011614	-0.0082447	0.097856	0.84788	0.063888	-0.72792	0.012096	3.5646	0.73429	0.18209	-0.1257	-0.097595	-0.64243	-0.94048	-0.054134	0.38264	-1.0869	0.39833	0.075989	0.75437	0.041451	0.23773	0.92532	0.68943	0.43889	0.30898	0.39368	0.80777	0.82676	0.24134	0.35822	-0.1333	0.14701	0.13787	0.7438	1.0303	-0.04968	1.1105	1.617	0.78407	0.015869	0	-0.088697	0.29226	2.3851	0.45311	0.59433	-0.08068	0.36582	-0.50936	0.46492	0.66617	-0.0322	-0.10143	0.71096	0.686	0.26812	-0.022396	0.033449	-0.34711	-0.0031279	0.48385	0.21313	0.55678	0.34325	0.067858	-0.011754	0.029619	1.3003	1.2932	0.0027732	0.12144	-0.24361	0.099999	0	0.67341	-0.056722	0.0052015	-0.29786	-0.042102	0.18306	0.1969	0.012328	1.8808	0.47744	0.014183	0.028207	0.20206	0.0015784	0.87288	0.20013	1.1301	0	0.2954	1.0953	1.2	0.37918	-0.22786	0.48659	0.078569	-0.0060999	0.01708	0.71037	0.097107	0.91479	0.7022	0.11478	0.011019	0.029119	-0.0093598	-0.00088157	0.0066359	0.011554	0.018233	0.0062402	1.1696	0.0049289	1.7769	0.65581	0.56579	0.62693	0.67386	0.49002	-0.025116	0.09006	0.91198	1.8668	0.24974	0.65785	0.42515	0	1.4338	0.35443	-0.047049	0.29148	1.0899	
